번호,주택유형,공고명,지역,공고게시일,마감일,공고상태
56562704.0,국민임대,[정정공고]오산시 지역 국민임대주택 예비입주자 모집 공고 (2024.03.14),경기도,2024.03.15,2024.03.29,접수마감
56474794.0,공공임대,원주흥업 B-1블록 10년공공임대주택(리츠) 예비입주자 모집,강원특별자치도,2024.03.15,2024.04.03,접수마감
56634200.0,국민임대,[정정공고]평택시 지역 국민임대 예비입주자 모집공고(2024.03.14),경기도,2024.03.15,2024.03.27,접수마감
56532377.0,국민임대,용인시 및 이천시지역 국민임대 예비입주자 모집,경기도,2024.03.14,2024.03.27,접수마감
56520049.0,국민임대,오산시 지역 국민임대주택 예비입주자 모집 공고 (2024.03.14),경기도,2024.03.14,2024.03.29,접수마감
56575861.0,국민임대,"광명시, 부천시 국민임대주택[부천옥길1(A-1)] 예비입주자 모집공고(2024.03.14)",경기도,2024.03.14,2024.03.28,접수마감
56511513.0,국민임대,파주시 국민임대 예비입주자 모집('24.03.14),경기도,2024.03.14,2024.04.03,접수마감
56575719.0,국민임대,2024년 3월 고양시 지역 국민임대주택 예비입주자 모집공고,경기도,2024.03.14,2024.03.28,접수마감
56543165.0,국민임대,의정부시 국민임대주택 예비입주자 모집 공고,경기도,2024.03.14,2024.03.28,접수마감
56545734.0,국민임대,"화성시 동탄1,2지역 국민임대주택 예비자 모집 (2024.03.14.)",경기도,2024.03.14,2024.03.27,접수마감
56575824.0,국민임대,"광명시, 부천시 국민임대주택 예비입주자 모집공고(2024.03.14)",경기도,2024.03.14,2024.03.28,접수마감
56521596.0,국민임대,화성시 지역 국민임대주택 예비입주자 모집 공고,경기도,2024.03.14,2024.04.03,접수마감
56544003.0,국민임대,평택시 지역 국민임대 예비입주자 모집공고(2024.03.14),경기도,2024.03.14,2024.03.27,접수마감
56578561.0,국민임대,"대구도남 A-2 국민임대 입주자 추가모집(자격완화, 선착순동호지정, 선계약후검증)",대구광역시,2024.03.14,2024.03.28,접수마감
56554090.0,국민임대,하남풍산3 국민임대주택 예비입주자 모집(2024.03.14),경기도,2024.03.14,2024.03.28,접수마감
56534703.0,국민임대,"양주시, 동두천시 국민임대주택 입주자격완화 예비입주자 모집공고",경기도,2024.03.14,2024.04.03,접수마감
56538277.0,국민임대,군포·안산·의왕·안양지역 국민임대주택 예비입주자 모집 공고,경기도,2024.03.14,2024.03.27,접수마감
56591330.0,통합공공임대,남양주별내 A1-1(별내 별헤임) 통합공공임대주택 예비입주자 모집공고,경기도,2024.03.14,2024.03.28,접수마감
56539167.0,행복주택,남양주시지역 행복주택 입주자격완화 예비입주자 모집 공고,경기도,2024.03.14,2024.03.29,접수마감
56545489.0,국민임대,김포시 국민임대주택 입주자격완화 예비입주자 모집,경기도,2024.03.14,2024.04.03,접수마감
56510972.0,국민임대,인천시 서구 지역 국민임대주택 예비입주자 모집공고('24.03.14.),인천광역시,2024.03.14,2024.03.26,접수마감
56568102.0,국민임대,24년 3월 인천시(남부권) 국민임대주택 예비입주자 모집,인천광역시,2024.03.14,2024.03.28,접수마감
56541190.0,국민임대,평택안중2 국민임대 예비입주자모집,경기도,2024.03.14,2024.03.29,접수마감
56549199.0,국민임대,시흥시 국민임대주택 예비입주자 모집 공고 (2024.03.14),경기도,2024.03.14,2024.04.04,접수마감
56553472.0,국민임대,수원정자2 국민임대 예비입주자 모집,경기도,2024.03.14,2024.04.01,접수마감
56537435.0,국민임대,화성태안8 국민임대 예비입주자 모집,경기도,2024.03.14,2024.03.29,접수마감
56530319.0,국민임대,"가평군, 남양주시 지역 국민임대주택 예비입주자 모집 공고",경기도,2024.03.14,2024.03.28,접수마감
56546465.0,영구임대,[정정공고]충주연수2 영구임대주택 예비입주자 모집 공고[2024.03.07],충청북도,2024.03.14,2024.03.19,접수마감
56543382.0,국민임대,인천옹진백령 국민임대주택 예비입주자 모집 공고,인천광역시,2024.03.14,2024.03.28,접수마감
56452784.0,공공임대,원주시 푸른숨9단지 10년공공임대주택 예비입주자 모집공고,강원특별자치도,2024.03.14,2024.03.28,접수마감
56544089.0,국민임대,하남풍산2단지 국민임대주택 예비입주자 모집 공고,경기도,2024.03.14,2024.03.28,접수마감
56539593.0,국민임대,연천전곡1단지 국민임대주택 예비입주자모집 공고,경기도,2024.03.14,2024.03.27,접수마감
56535929.0,국민임대,파주시 지역 국민임대주택 예비입주자 모집,경기도,2024.03.14,2024.03.28,접수마감
56540770.0,국민임대,김포마송 소망마을 국민임대주택 예비입주자 모집 공고,경기도,2024.03.14,2024.03.27,접수마감
56540755.0,국민임대,의정부금오9단지 국민임대주택 예비입주자 모집 공고,경기도,2024.03.14,2024.03.27,접수마감
56540092.0,영구임대,[정정공고]충주연수2 영구임대주택 예비입주자 모집 공고[2024.03.07],충청북도,2024.03.13,2024.03.19,접수마감
56538806.0,영구임대,[정정공고]옹진백령 영구임대 예비입주자 모집 공고(마을정비형),인천광역시,2024.03.13,2024.03.28,접수마감
56538791.0,영구임대,[정정공고]옹진백령 영구임대 입주자 및 예비입주자 모집 공고(공공실버),인천광역시,2024.03.13,2024.03.28,접수마감
56536269.0,국민임대,[정정공고]원주태장4 국민임대주택 예비입주자 상시모집,강원특별자치도,2024.03.13,2024.04.05,접수마감
56529327.0,국민임대,[정정공고]태백철암1 국민임대주택 예비입주자 모집 공고,강원특별자치도,2024.03.12,2024.03.19,접수마감
56484237.0,국민임대,원주태장4 국민임대주택 예비입주자 상시모집,강원특별자치도,2024.03.12,2024.04.05,접수마감
56522409.0,국민임대,[정정공고]익산한스빌 국민임대주택 예비입주자 완화 모집공고,전북특별자치도,2024.03.12,2024.03.26,접수마감
56505249.0,영구임대,옹진백령 영구임대 입주자 및 예비입주자 모집 공고(공공실버),인천광역시,2024.03.12,2024.03.28,접수마감
56504899.0,영구임대,옹진백령 영구임대 예비입주자 모집 공고(마을정비형),인천광역시,2024.03.12,2024.03.28,접수마감
56506726.0,공공임대,대구명곡2단지 50년공공임대 예비입주자 모집,대구광역시,2024.03.12,2024.03.25,접수마감
56475128.0,국민임대,익산한스빌 국민임대주택 예비입주자 완화 모집공고(복사),전북특별자치도,2024.03.12,2024.03.26,접수마감
56502113.0,영구임대,[정정공고]완주삼봉A-1BL 영구임대주택 예비입주자 모집,전북특별자치도,2024.03.11,2024.03.29,접수마감
56503071.0,국민임대,[정정공고]군산구암휴먼시아 국민임대주택 예비입주자 모집 공고,전북특별자치도,2024.03.11,2024.02.29,접수마감
56485113.0,행복주택,LH수서1단지(수서역세권A1BL) 행복주택 예비입주자 모집,서울특별시,2024.03.08,2024.03.20,접수마감
56485752.0,영구임대,태안평천3 영구임대주택 추가입주자 모집공고,충청남도,2024.03.08,2024.03.22,접수마감
56484639.0,영구임대,청양교월(고령자복지) 영구임대 입주자 추가모집 공고('24.03.08),충청남도,2024.03.08,2024.03.20,접수마감
56486984.0,국민임대,태안평천3 국민임대주택 입주자격완화 추가입주자모집공고(2024.03.08),충청남도,2024.03.08,2024.03.20,접수마감
56478368.0,영구임대,충주연수2 영구임대주택 예비입주자 모집 공고[2024.03.07],충청북도,2024.03.07,2024.03.19,접수마감
56509654.0,영구임대,고창율계 고령자복지주택 (예비)입주자 추가모집,전북특별자치도,2024.03.05,2024.03.27,접수마감
56402190.0,영구임대,완주삼봉A-1BL 영구임대주택 예비입주자 모집,전북특별자치도,2024.03.05,2024.03.29,접수마감
56420252.0,행복주택,인천지역본부 긴급주거지원 건설임대주택 입주자 모집,인천광역시,2024.03.04,2024.03.15,접수마감
56522200.0,국민임대,태백철암1 국민임대주택 예비입주자 모집 공고,강원특별자치도,2024.03.04,2024.03.19,접수마감
56393077.0,행복주택,"남원노암 산단형 행복주택 입주자격완화 추가모집(동호지정, 선계약후검증)",전북특별자치도,2024.02.28,2024.03.15,접수마감
56391214.0,영구임대,평창종부 고령자복지주택 추가(예비) 입주자 모집,강원특별자치도,2024.02.28,2024.03.20,접수마감
56283805.0,영구임대,영월주천 고령자복지주택 추가(예비) 입주자 모집,강원특별자치도,2024.02.28,2024.03.13,접수마감
56391110.0,국민임대,영월주천 국민임대주택 추가(에비) 입주자 모집,강원특별자치도,2024.02.28,2024.03.13,접수마감
56370465.0,영구임대,위례35(A2-4BL)영구임대주택 예비입주자 모집공고(2.27),경기도,2024.02.27,2024.03.29,접수마감
56367335.0,영구임대,위례35(A2-4BL)영구임대(공공실버)주택 예비입주자 모집공고(2.27),경기도,2024.02.27,2024.03.29,접수마감
56354325.0,영구임대,괴산증평3 영구임대주택 예비입주자 모집 공고[2024.02.26],충청북도,2024.02.26,2024.03.29,접수마감
56311587.0,국민임대,[정정공고]대구테크노폴리스 1·2단지(국민임대) 입주자격완화(소득) 무순위 예비입주자 추가모집공고,대구광역시,2024.02.22,2024.03.06,접수마감
56298767.0,행복주택,"[정정공고]행복주택(대구복현, 대구읍내, 대구비산) 예비입주자 모집공고",대구광역시,2024.02.21,2024.03.07,접수마감
56278038.0,국민임대,[정정공고]광주선운2 A-2블록 국민임대주택 입주자 추가 모집,광주광역시,2024.02.20,2024.02.28,접수마감
56263700.0,행복주택,"행복주택(대구복현, 대구읍내, 대구비산) 예비입주자 모집공고",대구광역시,2024.02.20,2024.03.07,접수마감
56273057.0,공공임대,광주동림2 - 50년공공임대주택 예비입주자 모집 공고,광주광역시,2024.02.20,2024.02.29,접수마감
56258472.0,국민임대,대구테크노폴리스 1·2단지(국민임대) 입주자격완화(소득) 무순위 예비입주자 추가모집공고,대구광역시,2024.02.20,2024.03.06,접수마감
56271300.0,공공임대,대구한실들1단지 50년공공임대주택 예비입주자 모집 공고,대구광역시,2024.02.20,2024.03.06,접수마감
56216636.0,영구임대,영암남풍 고령자복지주택 추가 입주자 모집 공고,전라남도,2024.02.16,2024.03.06,접수마감
56248255.0,영구임대,광주효천2 1단지(A-2BL) 영구임대주택 예비입주자 모집,광주광역시,2024.02.16,2024.02.29,접수마감
56250079.0,행복주택,청주산단1 행복주택 입주자 추가모집,충청북도,2024.02.16,2024.03.08,접수마감
56214680.0,공공임대,구리갈매 이스트힐 10년 공공임대주택 예비입주자 모집 공고,경기도,2024.02.16,2024.02.28,접수마감
56236764.0,행복주택,옥천삼양 행복주택 입주자격완화 입주자 추가모집,충청북도,2024.02.16,2024.03.08,접수마감
56167184.0,국민임대,군산구암휴먼시아 국민임대주택 예비입주자 모집 공고,전북특별자치도,2024.02.16,2024.02.29,접수마감
56237517.0,영구임대,광주선운2 A-2블록 영구임대주택 입주자 추가 모집,광주광역시,2024.02.15,2024.03.08,접수마감
56168526.0,국민임대,군산미룡1 국민임대주택 예비입주자 모집 공고,전북특별자치도,2024.02.15,2024.02.27,접수마감
56235243.0,국민임대,광주선운2 A-2블록 국민임대주택 입주자 추가 모집,광주광역시,2024.02.15,2024.02.28,접수마감
55968345.0,영구임대,영덕영해 공공실버주택(고령자복지) 입주자 추가모집,경상북도,2024.02.14,2024.03.06,접수마감
56216569.0,공공임대,대구가람1단지 50년 공공임대 예비입주자 모집,대구광역시,2024.02.14,2024.02.27,접수마감
56165723.0,국민임대,익산한스빌 국민임대주택 예비입주자 완화 모집공고,전북특별자치도,2024.02.08,2024.02.23,접수마감
56166887.0,공공임대,"대구대곡 수목원호정포레스트, 수목원풍경그린, 옥포3단지 10년공공임대주택 예비자 모집공고",대구광역시,2024.02.07,2024.02.22,접수마감
56166894.0,공공임대,"대구대곡 수목원호정포레스트, 수목원풍경그린, 옥포3단지 10년공공임대주택 예비자 모집공고",대구광역시,2024.02.07,2024.02.22,접수마감
56166906.0,공공임대,"대구대곡 수목원호정포레스트, 수목원풍경그린, 옥포3단지 10년공공임대주택 예비자 모집공고",대구광역시,2024.02.07,2024.02.22,접수마감
56146618.0,공공임대,부산금곡7단지 50년 공공임대주택 예비입주자 모집 공고,부산광역시,2024.02.07,2024.02.21,접수마감
56159094.0,국민임대,완주봉동 2단지 국민임대주택 예비입주자 모집공고,전북특별자치도,2024.02.07,2024.02.21,접수마감
56159053.0,국민임대,완주봉동 1단지 국민임대주택 예비입주자 모집공고,전북특별자치도,2024.02.07,2024.02.21,접수마감
56107758.0,영구임대,김천부곡2 영구임대주택 예비입주자 모집,경상북도,2024.02.06,2024.03.04,접수마감
56107525.0,행복주택,"의왕고천 A-1BL[리츠], 군포송정 A-1BL 행복주택 예비입주자 모집",경기도,2024.02.05,2024.02.16,접수마감
56127032.0,공공임대,인천부개2단지 50년공공임대주택 예비입주자 모집,인천광역시,2024.02.05,2024.02.16,접수마감
56226663.0,행복주택,구미송정 행복주택 입주자 추가모집,경상북도,2024.02.02,2024.02.23,접수마감
56100364.0,행복주택,인천가정2 A-1블록 행복주택 추가 및 예비입주자 모집공고('24.01.30. 공고),인천광역시,2024.01.30,2024.02.16,접수마감
56001655.0,공공임대,대전구봉마을8-2단지 50년 공공임대주택 예비입주자 모집공고,대전광역시,2024.01.29,2024.02.14,접수마감
56007881.0,공공임대,경남혁신5단지 10년 공공임대 예비입주자 모집 공고(`24.01.26),경상남도,2024.01.26,2024.02.16,접수마감
55917684.0,공공임대,인천시 부평래미안 재개발 10년공공임대주택 예비입주자 모집('24.01.23공고),인천광역시,2024.01.23,2024.02.02,접수마감
55944952.0,국민임대,수원시 지역 국민임대주택 예비입주자 모집 공고(2024.01.23),경기도,2024.01.23,2024.02.02,접수마감
55984831.0,영구임대,[정정공고]2024년 대구광역시 영구임대주택 예비입주자 모집,대구광역시,2024.01.22,2024.02.16,접수마감
55947135.0,영구임대,2024년 대구광역시 영구임대주택 예비입주자 모집,대구광역시,2024.01.19,2024.02.16,접수마감
55938145.0,국민임대,진주평거(고령자복지) 국민임대 스마트청년형 자격완화 입주자 모집 공고,경상남도,2024.01.18,2024.02.02,접수마감
55935038.0,국민임대,[정정공고]익산한스빌 국민임대주택 예비입주자 완화 모집 공고,전북특별자치도,2024.01.18,2024.01.31,접수마감
55931055.0,국민임대,[정정공고]군산구암휴먼시아 국민임대주택 예비입주자 모집 공고,전북특별자치도,2024.01.18,2024.01.29,접수마감
55900187.0,공공임대,엔에이치에프 창원대산1단지 10년공공임대주택리츠 예비입주자 모집('24.01.17),경상남도,2024.01.17,2024.01.30,접수마감
55926804.0,국민임대,[정정공고]군산미룡1 국민임대주택 예비입주자 모집 공고,전북특별자치도,2024.01.17,2024.01.26,접수마감
55849831.0,국민임대,익산한스빌 국민임대주택 예비입주자 완화 모집 공고,전북특별자치도,2024.01.17,2024.01.31,접수마감
55922169.0,국민임대,군산구암휴먼시아 국민임대주택 예비입주자 모집 공고,전북특별자치도,2024.01.17,2024.01.29,접수마감
55930678.0,국민임대,[정정공고]완주봉동 2단지 국민임대주택 예비입주자 모집공고,전북특별자치도,2024.01.16,2024.01.29,접수마감
55930690.0,국민임대,[정정공고]완주봉동 1단지 국민임대주택 예비입주자 모집공고,전북특별자치도,2024.01.16,2024.01.29,접수마감
55901964.0,국민임대,완주봉동 2단지 국민임대주택 예비입주자 모집공고,전북특별자치도,2024.01.16,2024.01.29,접수마감
55901916.0,국민임대,완주봉동 1단지 국민임대주택 예비입주자 모집공고,전북특별자치도,2024.01.16,2024.01.29,접수마감
55132976.0,행복주택,[정정공고][마감]정읍첨단A1-3BL 행복주택 [예비]입주자 모집(상시모집),전북특별자치도,2024.01.16,2024.01.15,접수마감
55896927.0,행복주택,수원당수 A-2블록 행복주택입주자 추가모집(입주자격완화),경기도,2024.01.15,2024.01.24,접수마감
55891549.0,행복주택,[정정공고]2023년 부산정관8단지(A-4BL) 행복주택 입주자격 완화·선계약 후검증 입주자 모집 공고,부산광역시,2024.01.15,2023.09.14,접수마감
55866914.0,공공임대,(무순위)고양향동 S-1BL 10년 공공임대주택리츠 예비입주자 모집공고('24.01.15),경기도,2024.01.15,2024.01.26,접수마감
55814565.0,국민임대,군산미룡1 국민임대주택 예비입주자 모집 공고,전북특별자치도,2024.01.15,2024.01.26,접수마감
55862470.0,행복주택,성남재생산단 A3블록 지역전략산업지원주택(행복주택) 입주자 추가모집(입주자격확대),경기도,2024.01.12,2024.01.25,접수마감
55844724.0,영구임대,[정정공고]구미황상3 영구임대주택 예비입주자 모집,경상북도,2024.01.10,2024.02.02,접수마감
55823857.0,행복주택,나주이창 행복주택 입주자격완화 추가 입주자모집(2024.01.08),전라남도,2024.01.08,2024.01.23,접수마감
55782412.0,영구임대,천안성정4 영구임대주택 예비입주자 모집 공고(공고일:2024.01.08),충청남도,2024.01.08,2024.01.26,접수마감
55782192.0,영구임대,천안쌍용1 영구임대주택 예비입주자 모집 공고(공고일:2024.01.08),충청남도,2024.01.08,2024.01.26,접수마감
55815299.0,영구임대,[정정공고](평택합정3)영구임대주택 예비입주자 모집공고,경기도,2024.01.08,2024.01.26,접수마감
55732253.0,영구임대,구미황상3 영구임대주택 예비입주자 모집,경상북도,2024.01.08,2024.02.02,접수마감
55813285.0,영구임대,(평택합정3)영구임대주택 예비입주자 모집공고,경기도,2024.01.08,2024.01.26,접수마감
55774222.0,행복주택,인천용마루3BL 행복주택 예비입주자 모집 공고 (2024.01.05),인천광역시,2024.01.05,2024.01.17,접수마감
55792192.0,행복주택,[정정공고]강화신문 2단지(마을정비형) 행복주택 최초 입주자 모집 공고('23.12.28.),인천광역시,2024.01.04,2024.01.11,접수마감
55724242.0,공공임대,보령명천2 50년공공임대주택 예비입주자 모집공고(공고일:2024.01.04),충청남도,2024.01.04,2024.02.02,접수마감
55776045.0,국민임대,"[정정공고]['24.01.03 정정]아산탕정2-A14BL, 공주월송A-4BL, 도청이전신도시RH-11BL 대체임대주택 입주자 모집('23.12.04)",충청남도,2024.01.03,2024.01.04,접수마감
55773530.0,행복주택,[정정공고]강화신문 2단지(마을정비형) 행복주택 최초 입주자 모집 공고('23.12.28.),인천광역시,2024.01.03,2024.01.11,접수마감
55780244.0,영구임대,광주각화 영구임대주택 청년활동가 예비입주자 모집,광주광역시,2024.01.03,2024.01.19,접수마감
55711368.0,행복주택,강화신문 2단지(마을정비형) 행복주택 최초 입주자 모집 공고('23.12.28.),인천광역시,2023.12.28,2024.01.11,접수마감
55705380.0,행복주택,경북의성 행복주택 입주자 최초 모집공고,경상북도,2023.12.28,2024.01.12,접수마감
55715254.0,영구임대,강화신문 2단지(마을정비형) 영구임대주택 입주자모집공고('23.12.28.),인천광역시,2023.12.28,2024.01.11,접수마감
55863505.0,영구임대,경주황성 고령자복지주택(영구임대) 입주자 최초 모집공고,경상북도,2023.12.28,2024.01.12,접수마감
55711817.0,국민임대,강화신문 2단지(마을정비형) 국민임대주택 입주자모집공고('23.12.28.),인천광역시,2023.12.28,2024.01.11,접수마감
55983959.0,국민임대,경북의성 국민임대 입주자 최초 모집공고,경상북도,2023.12.28,2024.01.12,접수마감
55594881.0,공공임대,광주운남1단지 50년공공임대주택 예비입주자 모집 공고,광주광역시,2023.12.28,2024.01.10,접수마감
55692405.0,영구임대,평택고덕 A-58블록 고령자복지주택(영구임대) 입주자 모집,경기도,2023.12.28,2024.01.18,접수마감
55712016.0,국민임대,태백장성 국민임대주택 추가(예비) 입주자 모집,강원특별자치도,2023.12.28,2024.01.18,접수마감
55691004.0,영구임대,남해창선 고령자복지주택(영구) 26C(셰어형) 입주자 모집 공고,경상남도,2023.12.27,2024.01.12,접수마감
55687634.0,국민임대,인천주안역 오피스텔(임대) 예비입주자 모집 공고('23.12.27.공고),인천광역시,2023.12.27,2024.01.09,접수마감
55623320.0,행복주택,영광단주 행복주택 입주자격완화 추가모집,전라남도,2023.12.22,2024.01.09,접수마감
55434966.0,국민임대,"정읍신태인 국민임대주택 입주자 모집(선착순 동호지정, 선계약후검증)",전북특별자치도,2023.12.21,2024.02.08,접수마감
55606663.0,국민임대,군산구암휴먼시아 국민임대주택 예비입주자 모집 공고,전북특별자치도,2023.12.21,2024.01.02,접수마감
55602310.0,행복주택,행정중심복합도시 4-2생활권M2블록(새나루마을12단지) 행복주택 예비입주자 모집,세종특별자치시,2023.12.21,2024.01.05,접수마감
55596371.0,국민임대,[정정공고]김포마송 LH4단지(B-7BL) 국민임대 입주자격완화 추가모집 공고,경기도,2023.12.20,2024.01.10,접수마감
55576471.0,국민임대,"[정정공고]아산탕정2-A14BL, 공주월송A-4BL, 도청이전신도시RH-11BL 대체임대주택 입주자 모집('23.12.04)",충청남도,2023.12.19,2024.01.04,접수마감
55561722.0,국민임대,김포마송 LH4단지(B-7BL) 국민임대 입주자격완화 추가모집 공고,경기도,2023.12.19,2024.01.10,접수마감
55549384.0,행복주택,[정정공고]`2023.12.15. 광양와우 행복주택 예비입주자 모집(자격완화),전라남도,2023.12.18,2023.12.29,접수마감
55495369.0,국민임대,남양주 지금도농 1-3구역 다산해모로 국민임대주택 예비입주자 모집,경기도,2023.12.15,2023.12.29,접수마감
55376963.0,행복주택,`2023.12.15. 광양와우 행복주택 예비입주자 모집(자격완화),전라남도,2023.12.15,2023.12.29,접수마감
55470161.0,국민임대,군산미룡1 국민임대주택 예비입주자 모집공고,전북특별자치도,2023.12.15,2023.12.28,접수마감
55528246.0,행복주택,"전남 목포시, 강진군, 영암군 행복주택 입주자모집[입주자격완화·동호지정·선계약후검증]",전라남도,2023.12.15,2023.12.28,접수마감
55517253.0,행복주택,세종조치원역 1블록 행복주택(일자리연계형 지원주택) 입주자모집 공고,세종특별자치시,2023.12.15,2024.01.03,접수마감
55561489.0,공공임대,"[정정공고]전주삼천6단지 50년공공임대주택(39.51㎡,39.77㎡) 예비입주자 모집공고",전북특별자치도,2023.12.15,2023.12.27,접수마감
55477405.0,공공임대,"전주삼천6단지 50년공공임대주택(39.51㎡,39.77㎡) 예비입주자 모집공고",전북특별자치도,2023.12.15,2023.12.27,접수마감
55479303.0,공공임대,성남 신흥2 B블록 5년 분양전환 공공임대주택 추가입주자모집공고(지구주민),경기도,2023.12.14,2023.12.15,접수마감
55390313.0,국민임대,익산한스빌 국민임대주택 예비입주자 완화 모집 공고,전북특별자치도,2023.12.13,2023.12.27,접수마감
55459891.0,공공임대,서산석림3단지 50년 공공임대주택 예비입주자 모집 공고,충청남도,2023.12.12,2024.01.11,접수마감
55384699.0,공공임대,익산어양4단지 50년공공임대주택(39.74㎡) 예비입주자 모집 공고,전북특별자치도,2023.12.12,2023.12.22,접수마감
55520086.0,행복주택,[정정공고]김제대검산 행복주택 입주자(예비입주자)모집(동호지정/선계약후검증),전북특별자치도,2023.12.11,2024.02.21,접수마감
55448807.0,공공임대,부산문현2 1블록(문현 푸르지오 트레시엘) 10년 공공임대 지구주민 우선공급 입주자모집공고,부산광역시,2023.12.11,2023.12.19,접수마감
55420272.0,공공임대,목포연산1단지 50년공공임대주택 예비입주자 모집 공고,전라남도,2023.12.11,2023.12.28,접수마감
55434544.0,공공임대,남원노암단지 50년 공공임대 예비입주자 모집,전북특별자치도,2023.12.11,2023.12.21,접수마감
55423741.0,국민임대,충주더푸른리버뷰 국민[매입]임대주택 입주자 모집 공고(2023.12.08),충청북도,2023.12.08,2023.12.28,접수마감
55432437.0,국민임대,[정정공고]김해진영 휴먼시아 6단지 국민임대주택 자격완화 및 선착순동호지정 입주자모집(선계약후검증),경상남도,2023.12.08,2023.12.20,접수마감
55433415.0,국민임대,[정정공고]도청이전신도시 RH-11BL 국민임대주택 입주자 모집공고,충청남도,2023.12.08,2023.12.20,접수마감
55428163.0,행복주택,김제대검산 행복주택 고령자 입주자(예비입주자)모집(동호지정/선계약후검증),전북특별자치도,2023.12.08,2024.02.21,접수마감
55374037.0,영구임대,[정정공고]옹진백령 영구임대 예비입주자모집 공고(마을정비형),인천광역시,2023.12.08,2023.12.20,접수마감
55373867.0,영구임대,[정정공고]옹진백령 영구임대 입주자 및 예비입주자모집 공고(공공실버),인천광역시,2023.12.08,2023.12.20,접수마감
55371442.0,영구임대,옹진백령 영구임대 입주자 및 예비입주자모집 공고(공공실버),인천광역시,2023.12.08,2023.12.20,접수마감
55370310.0,영구임대,옹진백령 영구임대 예비입주자모집 공고(마을정비형),인천광역시,2023.12.08,2023.12.20,접수마감
55417432.0,공공임대,제천장락1 50년공공임대주택 예비입주자 선착순 모집공고[2023.12.08],충청북도,2023.12.08,2023.12.22,접수마감
55413554.0,국민임대,"[정정공고][접수마감알림]창원가포 국민임대 추가모집 공고(선착순동호지정, 선계약후검증, 입주자격완화)('23.11.22)",경상남도,2023.12.08,2023.12.11,접수마감
55416267.0,행복주택,양산사송 H-1BL 행복주택 입주자 추가모집 공고(선착순동호지정),경상남도,2023.12.07,2023.12.29,접수마감
55417103.0,국민임대,도청이전신도시 RH-11BL 국민임대주택 입주자 모집공고,충청남도,2023.12.07,2023.12.20,접수마감
55399804.0,행복주택,"인천논현 LH16단지 (인천논현4 1블록) 창업지원주택 입주자 모집[인정업종 확대, 선착순동호지정, 선계약후검증](입주자모집공고일 : 2023.12.7.)",인천광역시,2023.12.07,2023.12.20,접수마감
55375642.0,행복주택,"[정정공고](2023.12.01) 완주삼봉(A-1,A-2BL), 전주팔복(1산단) 행복주택 입주자격 완화 추가모집(동호지정/선계약후검증)",전북특별자치도,2023.12.05,2023.12.12,접수마감
55574044.0,행복주택,[정정공고] 익산 제3일반산단 일자리 연계형 행복주택 입주자 모집,전북특별자치도,2023.12.05,2024.01.04,접수마감
55573973.0,행복주택,[정정공고]김제지평선 일자리 연계형 행복주택 입주자 모집,전북특별자치도,2023.12.05,2024.01.04,접수마감
55354166.0,국민임대,완주봉동 2단지 국민임대주택 예비입주자 모집공고,전북특별자치도,2023.12.05,2023.12.19,접수마감
55354189.0,국민임대,완주봉동 1단지 국민임대주택 예비입주자 모집공고,전북특별자치도,2023.12.05,2023.12.19,접수마감
55365190.0,국민임대,"아산탕정2-A14BL, 공주월송A-4BL, 도청이전신도시RH-11BL 대체임대주택 입주자 모집('23.12.04)",충청남도,2023.12.04,2024.01.04,접수마감
55336270.0,행복주택,익산 제3일반산단 일자리 연계형 행복주택 입주자 모집,전북특별자치도,2023.12.01,2024.01.04,접수마감
55335725.0,행복주택,김제지평선 일자리 연계형 행복주택 입주자 모집,전북특별자치도,2023.12.01,2024.01.04,접수마감
55313700.0,영구임대,2023년 서울특별시 영구임대주택 예비입주자 모집,서울특별시,2023.12.01,2023.12.15,접수마감
55328491.0,행복주택,오산시 행복주택 입주자격완화 예비입주자 모집(2023.12.01 공고),경기도,2023.12.01,2023.12.13,접수마감
55366076.0,행복주택,"(2023.12.01) 완주삼봉(A-1,A-2BL), 전주팔복(1산단) 행복주택 입주자격 완화 추가모집(동호지정/선계약후검증)",전북특별자치도,2023.12.01,2023.12.12,접수마감
55335990.0,국민임대,김해진영 휴먼시아 6단지 국민임대주택 자격완화 및 선착순동호지정 입주자모집(선계약후검증),경상남도,2023.12.01,2023.12.20,접수마감
55325915.0,행복주택,양주시 행복주택 입주자격완화 추가 및 예비입주자 모집공고,경기도,2023.11.30,2023.12.15,접수마감
55322441.0,국민임대,"부산지사,괘법 국민임대 입주자 모집(입주자격완화, 선착순 동호지정, 선계약 후검증)",부산광역시,2023.11.30,2023.12.12,접수마감
55410577.0,국민임대,"군산신역세권A-3 [내흥3단지] 입주자격완화 입주자 추가모집(동호지정,선계약후검증)",전북특별자치도,2023.11.30,2023.12.14,접수마감
55316788.0,영구임대,영암남풍 고령자복지주택 추가 입주자 모집 공고,전라남도,2023.11.30,2023.12.14,접수마감
55293945.0,영구임대,강릉입암3 영구임대주택 예비입주자 모집,강원특별자치도,2023.11.30,2023.12.15,접수마감
55291854.0,국민임대,원주문막1 국민임대주택 예비입주자 상시모집,강원특별자치도,2023.11.29,2023.12.22,접수마감
55334717.0,국민임대,"2023.11.29 전남 영암군 국민임대(용앙2,남풍) 입주자 모집[자격완화, 동호지정, 선계약후검증]",전라남도,2023.11.29,2023.12.15,접수마감
